Constituent ID,History Total Years As Member,History Total Active Memberships
"20145972","1","0"
"20145974","1","0"
"20145975","1","0"
"20145976","1","0"
"20145977","1","0"
"20158","1","0"
"201513","1","0"
"201521","1","0"
"201522","1","0"
"201523","1","0"
"201524","1","0"
"201525","1","0"
"201526","1","0"
"201527","1","0"
"201528","1","0"
"201529","1","0"
"201530","1","0"
"201531","1","0"
"201532","1","0"
"201533","1","0"
"201534","1","0"
"201535","2","0"
"201536","1","0"
"201537","4","0"
"201538","1","0"
"201546","5","1"
"201547","1","0"
"201548","1","0"
"201549","1","0"
"201550","5","0"
"201557","1","0"
"201558","1","0"
"201559","1","0"
"201560","1","0"
"201561","1","0"
"201562","1","0"
"201563","1","0"
"201564","1","0"
"201565","1","0"
"201566","1","0"
"201551","1","0"
"201552","1","0"
"201553","1","0"
"201554","1","0"
"201555","1","0"
"201567","2","0"
"201568","2","0"
"201569","1","0"
"201570","1","0"
"201571","1","0"
"201572","5","1"
"201573","1","0"
"201574","3","0"
"201575","1","0"
"201576","1","0"
"201577","1","0"
"201578","1","0"
"201579","1","0"
"201580","5","1"
"201581","2","0"
"201582","1","0"
"201583","1","0"
"201584","1","0"
"201591","1","0"
"201592","1","0"
"201593","1","0"
"201594","5","1"
"2015101","1","0"
"2015102","1","0"
"2015103","1","0"
"2015104","1","0"
"2015105","1","0"
"2015106","5","1"
"2015107","1","0"
"2015108","1","0"
"2015109","1","0"
"2015110","1","0"
"2015111","1","0"
"2015112","1","0"
"2015113","4","0"
"2015114","1","0"
"2015115","1","0"
"2015116","1","0"
"2015117","1","0"
"2015118","1","0"
"2015119","2","0"
"2015120","1","0"
"2015121","1","0"
"2015122","1","0"
"2015123","1","0"
"2015124","1","0"
"2015125","1","0"
"2015126","1","0"
"2015127","2","0"
"2015128","1","0"
"2015129","1","0"
"2015130","1","0"
"2015131","1","0"
"2015132","1","0"
"2015133","1","0"
"2015134","1","0"
"2015136","1","0"
"2015137","1","0"
"2015138","3","0"
"2015139","1","0"
"2015140","1","0"
"2015141","1","0"
"2015142","1","0"
"2015143","1","0"
"2015144","1","0"
"2015151","1","0"
"2015152","1","0"
"2015153","1","0"
"2015154","1","0"
"2015155","1","0"
"2015158","1","0"
"2015159","4","0"
"2015160","1","0"
"2015161","1","0"
"2015162","1","0"
"2015163","1","0"
"2015164","5","1"
"2015165","4","0"
"2015166","2","0"
"2015167","1","0"
"2015168","1","0"
"2015175","1","0"
"2015176","1","0"
"2015177","1","0"
"2015178","1","0"
"2015179","1","0"
"2015180","1","0"
"2015181","1","0"
"2015193","1","0"
"2015195","1","0"
"2015196","1","0"
"2015197","3","0"
"2015198","1","0"
"2015199","1","0"
"2014776","4","0"
"2014777","1","0"
"2014778","1","0"
"2014779","1","0"
"2014780","6","1"
"2015206","1","0"
"2015207","1","0"
"2015208","1","0"
"2015209","5","1"
"2015210","1","0"
"2015211","1","0"
"2015212","1","0"
"2015213","1","0"
"2015214","2","0"
"2015215","1","0"
"2015217","1","0"
"2015218","1","0"
"2015219","1","0"
"2015220","1","0"
"2015221","1","0"
"2015222","1","0"
"2015223","1","0"
"2015224","1","0"
"2015225","1","0"
"2015226","2","0"
"2015227","1","0"
"2015228","1","0"
"2015229","1","0"
"2015230","1","0"
"2015231","1","0"
"2015232","1","0"
"2015233","1","0"
"2015234","1","0"
"2015235","1","0"
"2015236","1","0"
"2015237","1","0"
"2015238","4","0"
"2015239","1","0"
"2015240","2","0"
"2015241","1","0"
"2015242","1","0"
"2015243","1","0"
"20133307","1","0"
"20133308","1","0"
"20133310","1","0"
"2015248","1","0"
"2015249","5","0"
"2015250","1","0"
"2015251","5","1"
"2015252","1","0"
"2015253","5","1"
"2015254","1","0"
"2015255","1","0"
"2015264","1","0"
"2015265","1","0"
"2015266","1","0"
"2015268","1","0"
"2015278","1","0"
"2015279","1","0"
"2015280","1","0"
"2015281","1","0"
"2015282","1","0"
"2015283","1","0"
"2015284","1","0"
"2015285","1","0"
"2015286","2","0"
"2015287","1","0"
"2015288","1","0"
"2015289","1","0"
"2015290","3","0"
"2012588","4","0"
"2012589","8","1"
"2012590","8","1"
"2012592","8","1"
"2012593","8","1"
"2012595","1","0"
"2012596","1","0"
"2015302","1","0"
"2015303","4","0"
"2015304","1","0"
"2015305","1","0"
"2015306","1","0"
"2015307","1","0"
"2015308","1","0"
"2015309","1","0"
"2015310","1","0"
"2015311","1","0"
"2015312","1","0"
"2015313","1","0"
"2015314","5","0"
"2015315","1","0"
"2015316","5","0"
"2015317","1","0"
"2015324","1","0"
"2015325","5","1"
"2015326","1","0"
"2015327","1","0"
"2015328","1","0"
"2015329","1","0"
"2015335","1","0"
"2015336","1","0"
"2015337","1","0"
"2015338","1","0"
"2015339","1","0"
"2015340","1","0"
"2015341","1","0"
"2015342","1","0"
"2015343","1","0"
"2015344","1","0"
"2015345","1","0"
"2015346","1","0"
"2015347","1","0"
"2015348","1","0"
"2015349","1","0"
"2015350","1","0"
"2015351","1","0"
"2015353","1","0"
"2015354","1","0"
"2015355","1","0"
"2015356","1","0"
"2015357","1","0"
"2015358","5","1"
"2015359","1","0"
"2015360","3","0"
"2015375","1","0"
"2015377","3","0"
"2015378","4","0"
"2015379","3","0"
"2015380","1","0"
"2015381","1","0"
"2015382","1","0"
"2015383","2","0"
"2015384","5","1"
"2015385","5","1"
"2015387","1","0"
"2015392","1","0"
"2015393","1","0"
"2015394","1","0"
"2015395","1","0"
"2015396","1","0"
"2015397","1","0"
"2015398","1","0"
"2015399","1","0"
"2015400","1","0"
"2015401","1","0"
"2015402","1","0"
"2015403","1","0"
"2015404","1","0"
"2015405","1","0"
"2015406","1","0"
"2015407","2","0"
"2015408","1","0"
"2015409","2","0"
"2015410","1","0"
"2015411","1","0"
"2015412","1","0"
"2015413","1","0"
"2015414","1","0"
"2015415","1","0"
"2015416","1","0"
"2015417","1","0"
"2015418","1","0"
"2015419","1","0"
"2015420","3","0"
"2015421","2","0"
"2015422","1","0"
"2015423","1","0"
"2015424","1","0"
"2015430","1","0"
"2015431","1","0"
"2015432","1","0"
"2015433","1","0"
"2015442","1","0"
"2015443","1","0"
"2015444","1","0"
"2015445","4","0"
"2015446","1","0"
"2015447","1","0"
"2015448","1","0"
"2015452","1","0"
"2015454","1","0"
"2015456","1","0"
"2015458","1","0"
"2015459","1","0"
"2015460","1","0"
"2015462","1","0"
"2015464","1","0"
"2015465","5","1"
"2015466","1","0"
"2015467","1","0"
"2015468","3","0"
"2015469","1","0"
"2015470","1","0"
"2015471","1","0"
"2015472","1","0"
"2015473","3","0"
"2015474","1","0"
"2015482","1","0"
"2015483","1","0"
"2015484","1","0"
"2015485","1","0"
"2015486","1","0"
"2015487","5","1"
"2015488","5","1"
"2015489","1","0"
"2015490","1","0"
"2015491","1","0"
"2015492","1","0"
"2015494","1","0"
"2015495","1","0"
"2015497","1","0"
"2015498","1","0"
"2015499","1","0"
"2015500","1","0"
"2015501","1","0"
"2015502","1","0"
"2015503","1","0"
"2015504","1","0"
"2015505","1","0"
"2015506","1","0"
"2015507","2","0"
"2015508","1","0"
"2015509","5","1"
"2015510","1","0"
"2015511","1","0"
"2015512","1","0"
"2015513","1","0"
"2015514","1","0"
"2015515","1","0"
"2015516","1","0"
"2015517","1","0"
"2015518","1","0"
"2015519","1","0"
"2015520","1","0"
"2015521","1","0"
"2015522","1","0"
"2015523","2","0"
"2015524","1","0"
"2015525","3","0"
"2015526","5","0"
"2015527","1","0"
"2015528","1","0"
"2015539","4","0"
"2015540","1","0"
"2015542","5","0"
"2015543","1","0"
"2015544","3","1"
"2015544","0","1"
"2015534","1","0"
"2015536","1","0"
"2015537","1","0"
"2015538","1","0"
"2015551","1","0"
"2015552","1","0"
"2015553","1","0"
"2015554","3","0"
"2015555","1","0"
"2015556","1","0"
"2015557","3","0"
"2015558","1","0"
"2015559","5","1"
"2015560","1","0"
"2015561","1","0"
"2015562","1","0"
"2015563","1","0"
"2015564","1","0"
"2015565","1","0"
"2015566","1","0"
"2015567","1","0"
"2015568","1","0"
"2015569","1","0"
"2015570","1","0"
"2015571","1","0"
"2015572","1","0"
"2015573","1","0"
"2015574","5","1"
"2015575","1","0"
"2015576","1","0"
"2015577","1","0"
"2015578","1","0"
"2015579","1","0"
"2015580","1","0"
"2015581","1","0"
"2015582","1","0"
"2015583","1","0"
"2015584","1","0"
"2015585","1","0"
"2015586","1","0"
"2015587","3","0"
"2015588","5","1"
"2015589","4","0"
"2015590","1","0"
"2015591","1","0"
"2015592","1","0"
"2015593","1","0"
"2015594","1","0"
"2015595","1","0"
"2015596","1","0"
"2015597","3","0"
"2015598","1","0"
"2015599","1","0"
"2015600","5","1"
"2015601","1","0"
"2015602","1","0"
"2015613","1","0"
"2015614","1","0"
"2015615","1","0"
"2015616","1","0"
"2015617","4","0"
"2015618","1","0"
"2015619","1","0"
"2015620","1","0"
"2015621","5","1"
"2015622","1","0"
"2015623","1","0"
"2015624","1","0"
"2015625","1","0"
"2015626","1","0"
"2015627","1","0"
"2015628","1","0"
"2015634","1","0"
"2015635","1","0"
"2015636","1","0"
"2015637","1","0"
"2015638","3","0"
"2015639","1","0"
"2015640","1","0"
"2015641","1","0"
"2015642","5","0"
"2015643","1","0"
"2015649","1","0"
"2015650","1","0"
"2015651","1","0"
"2015652","1","0"
"2015653","4","0"
"2015654","1","0"
"2015655","1","0"
"2015656","5","1"
"2015657","1","0"
"2015658","1","0"
"2015659","1","0"
"2015660","1","0"
"2015661","1","0"
"2015662","2","0"
"2015663","1","0"
"2015664","1","0"
"2015665","1","0"
"2015666","1","0"
"2015667","1","0"
"2015668","1","0"
"2015669","1","0"
"2015670","1","0"
"2015671","1","0"
"2015672","1","0"
"2015673","1","0"
"2015674","1","0"
"2015675","1","0"
"2015676","1","0"
"2015677","1","0"
"2015678","1","0"
"2015679","1","0"
"2015680","1","0"
"2015681","1","0"
"2015682","1","0"
"2015683","1","0"
"2015684","2","0"
"2015685","1","0"
"2015686","1","0"
"2015687","1","0"
"2015688","1","0"
"2015689","1","0"
"2015690","1","0"
"2015691","1","0"
"2015692","1","0"
"2015693","1","0"
"2015694","1","0"
"2015695","3","0"
"2015696","1","0"
"2015697","3","0"
"2015698","1","0"
"2015699","1","0"
"2015700","1","0"
"2015701","1","0"
"2015702","1","0"
"2015703","1","0"
"2015704","1","0"
"2015706","1","0"
"2015707","1","0"
"2015708","4","0"
"2015709","1","0"
"2015710","1","0"
"2015711","1","0"
"2015712","1","0"
"2015713","1","0"
"2015714","1","0"
"2015715","1","0"
"2015716","1","0"
"2015717","1","0"
"2015718","1","0"
"2015719","1","0"
"2015720","5","1"
"2015721","1","0"
"2015722","1","0"
"2015728","1","0"
"2015729","1","0"
"2015730","1","0"
"2015731","1","0"
"2015732","1","0"
"2015733","1","0"
"2015734","1","0"
"2015735","1","0"
"2015736","1","0"
"2015737","1","0"
"2015738","1","0"
"2015739","2","0"
"2015740","1","0"
"2015741","1","0"
"2015742","1","0"
"2015743","1","0"
"2015744","1","0"
"2015745","1","0"
"2015746","1","0"
"2015747","1","0"
"2015748","1","0"
"2015749","1","0"
"2015750","1","0"
"2015751","1","0"
"2015752","5","1"
"2015752","0","1"
"2015753","1","0"
"2015754","1","0"
"2015755","1","0"
"2015756","1","0"
"2015757","2","0"
"2015758","2","0"
"2015759","2","0"
"2015760","1","0"
"2015761","1","0"
"2015762","1","0"
"2015763","1","1"
"2015770","1","0"
"2015771","1","0"
"2015774","1","0"
"2015775","5","0"
"2015782","1","0"
"2015784","1","0"
"2015785","1","0"
"2015786","1","0"
"2015787","1","0"
"2015788","1","0"
"2015789","1","0"
"2015790","1","0"
"2015791","1","0"
"2015793","1","0"
"2015794","1","0"
"2015795","1","0"
"2015797","1","0"
"2015801","1","0"
"2015813","1","0"
"2015815","1","0"
"2015817","5","1"
"2015818","1","0"
"2015819","2","0"
"2015820","1","0"
"2015821","1","0"
"2015822","1","0"
"2015823","1","0"
"2015824","2","0"
"2015825","1","0"
"2015826","1","0"
"2015827","1","0"
"2015828","1","0"
"2015829","1","0"
"2015830","1","0"
"2015831","3","0"
"2015832","1","0"
"2015833","1","0"
"2015834","1","0"
"2015835","1","0"
"2015836","1","0"
"2015837","1","0"
"2015838","5","1"
"2015839","1","0"
"2015840","3","0"
"2015841","1","0"
"2015843","1","0"
"2015844","3","0"
"2015845","5","1"
"2015846","1","0"
"2015847","1","0"
"2015848","1","0"
"2015849","1","0"
"2015850","1","0"
"2015851","1","0"
"2015852","1","0"
"2015853","1","0"
"2015854","1","0"
"2015855","1","0"
"2015856","1","0"
"2015857","1","0"
"2015858","1","0"
"2015859","1","0"
"2015860","1","0"
"2015861","2","0"
"2015862","1","0"
"2015863","1","0"
"2015864","1","0"
"2015865","1","0"
"2015866","1","0"
"2015867","1","0"
"2015868","1","0"
"2015869","1","0"
"2015871","1","0"
"2015874","1","0"
"2015875","1","0"
"2015876","2","0"
"2015877","1","0"
"2015878","1","0"
"2015879","1","0"
"2015880","1","0"
"2015881","1","0"
"2015882","1","0"
"2015883","1","0"
"2015884","1","0"
"2015885","5","1"
"2015886","1","0"
"2015887","1","0"
"2015888","1","0"
"2015889","1","0"
"20135550","1","0"
"20135551","1","0"
"20135553","1","0"
"2015898","4","0"
"2015899","1","0"
"2015900","2","0"
"2015901","1","0"
"2015906","5","1"
"2015909","1","0"
"2015912","1","0"
"2015913","1","0"
"2015914","1","0"
"2015915","1","0"
"2015916","1","0"
"2015917","1","0"
"2015918","1","0"
"2015919","2","0"
"2015920","1","0"
"2015921","1","0"
"2015922","1","0"
"2015923","1","0"
"2015924","1","0"
"2015925","1","0"
"2015926","1","0"
"2015927","1","0"
"2015928","1","0"
"2015929","1","0"
"2015930","1","0"
"2015931","1","0"
"2015932","1","0"
"2015933","2","0"
"2015934","1","0"
"2015935","1","0"
"2015936","1","0"
"2015937","1","0"
"2015938","1","0"
"2015939","1","0"
"2015940","1","0"
"2015941","1","0"
"2015942","1","0"
"2015943","1","0"
"2015944","1","0"
"2015946","1","0"
"2015947","1","0"
"2015948","1","0"
"2015949","1","0"
"2015950","1","0"
"2015951","1","0"
"2015952","1","0"
"2015956","1","0"
"2015957","1","0"
"2015960","1","0"
"2015961","3","0"
"2015962","1","0"
"125188991","5","0"
"125188991","3","0"
"125188991","1","0"
"125188994","1","0"
"125188998","2","0"
"125188998","6","0"
"125189000","2","0"
"125189012","2","1"
"125189012","1","1"
"125189012","11","1"
"2015969","1","0"
"2015970","1","0"
"2015971","1","0"
"2015972","5","1"
"2015973","1","0"
"2015974","1","0"
"2015975","1","0"
"2015976","1","0"
"2015977","1","0"
"2015978","1","0"
"2015979","1","0"
"2015980","1","0"
"2015981","1","0"
"2015982","1","0"
"2015983","5","1"
"2015984","1","0"
"2015985","1","0"
"2015986","1","0"
"2015987","1","0"
"2015988","2","0"
"2015989","1","0"
"2015990","1","0"
"2015991","1","0"
"2015992","1","0"
"2015993","1","0"
"2015994","1","0"
"2015995","1","0"
"2015996","1","0"
"2015997","1","0"
"20151014","4","0"
"20151016","1","0"
"20151017","1","0"
"20151018","1","0"
"20151019","1","0"
"20151027","1","0"
"20151030","1","0"
"20151032","1","0"
"20151033","1","0"
"20151034","1","0"
"20151035","1","0"
"20151036","1","0"
"20151037","1","0"
"20151038","1","0"
"20151039","1","0"
"20151040","1","0"
"20151041","5","1"
"20151042","1","0"
"20151043","2","0"
"20151044","1","0"
"20151045","1","0"
"20151046","1","0"
"20151047","1","0"
"20151048","2","0"
"20151049","1","0"
"20151050","1","0"
"20151053","1","0"
"20151064","1","0"
"20151065","1","0"
"20151066","1","0"
"20151068","1","0"
"20151079","1","0"
"20151080","1","0"
"20151083","3","0"
"20151084","1","0"
"20151085","1","0"
"20151086","4","0"
"20151087","1","0"
"20151088","1","0"
"20151089","1","0"
"20151090","1","0"
"20151091","1","0"
"20151092","1","0"
"20151093","1","0"
"20151094","1","0"
"20151095","1","0"
"20151096","1","0"
"20151097","1","0"
"20151098","1","0"
"20151099","1","0"
"20151100","1","0"
"20151101","1","0"
"20151102","1","0"
"20151103","1","0"
"20151111","1","0"
"20151112","1","0"
"20151113","1","0"
"20151114","1","0"
"20151115","1","0"
"20151116","1","0"
"20151117","1","0"
"20151118","1","0"
"20151119","1","0"
"20151120","1","0"
"20151121","1","0"
"20151122","1","0"
"20151123","1","0"
"20151124","5","1"
"20151125","1","0"
"20151126","1","0"
"20151130","1","0"
"20151131","1","0"
"20151132","1","0"
"20151133","1","0"
"20151134","2","0"
"20151135","3","0"
"2015802","1","0"
"2015803","1","0"
"2015804","1","0"
"2015805","1","0"
"2015807","1","0"
"2015808","1","0"
"20151136","1","0"
"20151138","1","0"
"20151139","2","0"
"20151140","4","0"
"20151141","2","0"
"20151142","1","0"
"20151150","1","0"
"20151151","1","0"
"20151152","2","0"
"20151153","1","0"
"20151161","1","0"
"20151162","1","0"
"20151163","1","0"
"20151164","1","0"
"20151165","1","0"
"20151166","1","0"
"20151167","1","0"
"20151168","5","1"
"20151169","1","0"
"20151170","1","0"
"20151171","1","0"
"20151172","1","0"
"20131802","7","1"
"20131803","7","1"
"20131803","5","1"
"20131803","2","1"
"20151173","1","0"
"20151174","1","0"
"20151175","1","0"
"20151176","1","0"
"20151177","1","0"
"20151178","1","0"
"20151180","1","0"
"20151181","1","0"
"20151183","1","0"
"20151184","1","0"
"20151185","2","0"
"20151186","1","0"
"20151187","1","0"
"20151188","1","0"
"20151189","1","0"
"20151190","1","0"
"20151191","1","0"
"20151192","1","0"
"20151193","1","0"
"20151194","1","0"
"20151195","1","0"
"20151196","1","0"
"20151197","4","0"
"20151198","1","0"
"20151199","1","0"
"20151200","1","0"
"20151201","1","0"
"20151202","2","0"
"20151203","1","0"
"20151204","5","1"
"20151205","1","0"
"20151206","1","0"
"20151207","1","0"
"20151208","1","0"
"20151210","1","0"
"20151218","1","0"
"20151220","1","0"
"20151229","1","0"
"20151230","1","0"
"20151231","1","0"
"20151232","1","0"
"20151233","1","0"
"20151234","1","0"
"20151241","1","0"
"20151244","1","0"
"20151245","1","0"
"20151246","1","0"
"20151247","1","0"
"2014878","1","0"
"2014879","4","0"
"2014880","1","0"
"2014881","1","0"
"2014882","1","0"
"20151256","4","0"
"20151257","1","0"
"20151258","1","0"
"20151259","5","0"
"20151260","1","0"
"20151262","5","1"
"20151263","1","0"
"20151264","5","1"
"20151265","1","0"
"20151266","1","0"
"20151267","1","0"
"20151268","1","0"
"20151269","1","0"
"20151270","1","0"
"20151271","1","0"
"20151272","1","0"
"20151273","5","1"
"20151274","1","0"
"20151275","1","0"
"20151276","1","0"
"20151277","1","0"
"20151278","1","0"
"20151279","1","0"
"20151280","2","0"
"20151281","1","0"
"20151282","1","0"
"20151283","1","0"
"20151284","1","0"
"20151285","1","0"
"20151286","1","0"
"20151287","2","0"
"20151290","4","1"
"20151292","1","0"
"20151293","1","0"
"20151294","1","0"
"20151295","1","0"
"20151296","1","0"
"20151297","1","0"
"20151298","1","0"
"20151299","1","0"
"20151300","1","0"
"20151301","1","0"
"20151302","1","0"
"20151303","1","0"
"20151304","1","0"
"20151305","1","0"
"20151312","1","0"
"20151313","1","0"
"20151314","1","0"
"20151315","1","0"
"20151316","1","0"
"20151326","1","0"
"20151328","1","0"
"20151329","2","0"
"20151330","1","0"
"20151331","1","0"
"20151332","1","0"
"20151333","1","0"
"20151334","1","0"
"20151335","1","0"
"20151341","1","0"
"20151342","2","0"
"20151343","1","0"
"20151344","1","0"
"20151345","5","1"
"20151352","1","0"
"20151353","1","0"
"20151354","1","0"
"20151356","2","0"
"20151364","1","0"
"20151365","1","0"
"20151366","1","0"
"20151367","1","0"
"20151374","1","0"
"20151375","1","0"
"20151376","1","0"
"20151377","1","0"
"20151378","1","0"
"20151379","1","0"
"20151380","1","0"
"20151381","1","0"
"20151382","1","0"
"20151383","1","0"
"20151384","4","1"
"20151384","0","1"
"20151385","1","0"
"20151386","1","0"
"20151387","1","0"
"20151388","1","0"
"20151389","1","0"
"20151390","1","0"
"20151391","1","0"
"20151392","1","0"
"20151393","1","0"
"20151394","1","0"
"20151395","1","0"
"20151396","1","0"
"20151397","2","0"
"20151398","2","0"
"20151399","1","0"
"20151400","5","1"
"20151401","1","0"
"20151402","1","0"
"20151403","1","0"
"20151404","5","1"
"20151405","1","0"
"20151406","1","0"
"20151407","1","0"
"20151408","1","0"
"20151409","2","0"
"20151410","1","0"
"20151411","1","0"
"20151412","1","0"
"20151413","1","0"
"20151414","1","0"
"20151415","1","0"
"20151416","1","0"
"20151417","2","0"
"20151418","1","0"
"20151419","4","0"
"20151420","1","0"
"20151421","5","1"
"20151422","1","0"
"20151423","1","0"
"20151424","1","0"
"20151425","1","0"
"20151426","1","0"
"20151427","1","0"
"20151428","1","0"
"20151429","1","0"
"20151430","1","0"
"20151431","1","0"
"20151432","5","1"
"20151433","1","0"
"20151434","1","0"
"20151435","3","0"
"20151436","1","0"
"20151437","1","0"
"20151438","1","0"
"20151439","1","0"
"20151440","2","0"
"20151441","1","0"
"20151442","1","0"
"20151443","1","0"
"20151444","1","0"
"20151445","1","0"
"20151446","1","0"
"20151447","1","0"
"20151448","1","0"
"20151449","1","0"
"20151450","2","0"
"20151451","1","0"
"20151452","4","0"
"20151453","1","0"
"20151454","1","0"
"20151455","1","0"
"20151456","1","0"
"20151457","1","0"
"20151458","1","0"
"20151459","1","0"
"20151460","1","0"
"20151461","1","0"
"20151462","2","0"
"20151463","1","0"
"20151464","1","0"
"20151465","1","0"
"20151466","5","0"
"20151467","1","0"
"20151468","1","0"
"20151469","1","0"
"20151470","1","0"
"20151471","1","0"
"20151472","1","0"
"20151473","1","0"
"20151474","1","0"
"20151475","1","0"
"20151477","1","0"
"20151479","1","0"
"20151481","1","0"
"20151482","1","0"
"20151483","1","0"
"20151484","1","0"
"20151485","1","0"
"20151492","1","0"
"20151493","1","0"
"20151494","3","0"
"20151495","1","0"
"20151496","1","0"
"20151500","1","0"
"20151501","1","0"
"20151504","1","0"
"20151506","2","0"
"20151507","1","0"
"20151508","1","0"
"20151509","1","0"
"20151510","1","0"
"20151511","2","0"
"20151512","5","1"
"20151513","1","0"
"20151514","1","0"
"20151515","1","0"
"20151516","1","0"
"20151517","1","0"
"20151518","1","0"
"20151519","1","0"
"20151520","1","0"
"20151521","1","0"
"20151522","1","0"
"20151523","1","0"
"20151524","1","0"
"20151525","1","0"
"20151526","1","0"
"20151527","1","0"
"20151528","1","0"
"20151529","1","0"
"20151530","1","0"
"20151540","1","0"
"20151541","1","0"
"20151542","1","0"
"20151543","1","0"
"20151544","1","0"
"20151545","1","0"
"20151546","1","0"
"20151547","1","0"
"20151548","1","0"
"20151549","1","0"
"20151550","1","0"
"20151551","1","0"
"20151552","1","0"
"20151553","1","0"
"20151554","1","0"
"20151555","1","0"
"20151556","1","0"
"20151557","1","0"
"20151562","1","0"
"20151563","1","0"
"20151565","1","0"
"20151566","1","0"
"20151567","5","0"
"20151568","5","1"
"20151569","1","0"
"20151570","1","0"
"20151571","1","0"
"20151572","1","0"
"20151573","1","0"
"20151574","1","0"
"20151576","2","0"
"20151577","1","0"
"20151578","1","0"
"20151579","1","0"
"20151580","1","0"
"20151581","1","0"
"20151582","1","0"
"20151583","3","0"
"20151584","1","0"
"20151585","1","0"
"20151586","1","0"
"20151587","1","0"
"20151588","1","0"
"20151589","1","0"
"20151590","1","0"
"20151591","1","0"
"20151593","1","0"
"20151594","1","0"
"20151595","2","0"
"20151596","5","1"
"20151597","1","0"
"20151598","1","0"
"20151599","1","0"
"20151600","1","0"
"20151601","2","0"
"20151602","1","0"
"20151603","1","0"
"20151604","3","0"
"20151605","1","0"
"20151606","1","0"
"20151607","1","0"
"20151608","1","0"
"20151609","1","0"
"20151610","1","0"
"20151611","1","0"
"20151612","2","0"
"20151613","2","0"
"20151614","1","0"
"20151615","1","0"
"20151616","1","0"
"20151617","1","0"
"20151619","1","0"
"20151620","1","0"
"20151621","1","0"
"20151622","5","0"
"20151623","1","0"
"20151624","1","0"
"20151625","5","1"
"201511","1","0"
"20151626","1","0"
"20151628","1","0"
"20151629","4","1"
"20151630","4","0"
"20151631","5","1"
"20151632","3","0"
"20151633","1","0"
"20141288","1","0"
"20141289","2","0"
"20141290","1","0"
"20141291","1","0"
"20141292","1","0"
"20141293","1","0"
"20141294","1","0"
"20151635","1","0"
"20151636","1","0"
"20151637","5","0"
"20151639","4","0"
"20151640","1","0"
"20151641","1","0"
"20151642","2","0"
"20151643","1","0"
"20151644","1","0"
"20151652","1","0"
"20151653","1","0"
"20151654","1","0"
"20151655","1","0"
"20151656","5","1"
"20151657","1","0"
"20151658","1","0"
"20151659","1","0"
"20151660","1","0"
"20151661","2","0"
"20151662","1","0"
"20151663","1","0"
"20151664","1","0"
"20151665","2","0"
"20151666","1","0"
"20151667","4","0"
"20151668","1","0"
"20151669","1","0"
"20151674","1","0"
"20151675","1","0"
"20151676","5","1"
"20151677","1","0"
"20151678","2","0"
"20151686","1","0"
"20151687","1","0"
"20151688","1","0"
"20151689","2","0"
"20151690","1","0"
"20151696","1","0"
"20151698","4","0"
"20151699","1","0"
"20151700","1","0"
"20151701","1","0"
"20151702","1","0"
"20151703","1","0"
"20151704","1","0"
"20151705","3","0"
"20151679","2","0"
"20151680","1","0"
"20151681","1","0"
"20151682","1","0"
"20151683","1","0"
"20151684","2","0"
"20151685","1","0"
"20142212","1","0"
"20142214","1","0"
"20142215","1","0"
"20142216","6","1"
"20142217","1","0"
"20151707","1","0"
"20151708","2","0"
"20151709","1","0"
"20151710","1","0"
"20151711","1","0"
"20151712","1","0"
"20151713","1","0"
"20151714","4","0"
"20151715","3","0"
"20151716","5","1"
"20151717","1","0"
"20151718","1","0"
"20151721","1","0"
"20151722","1","0"
"20151724","4","1"
"20141572","1","0"
"20141573","1","0"
"20141574","1","0"
"20141575","1","1"
"20141576","1","0"
"20151737","1","0"
"20151738","1","0"
"20151740","1","0"
"20151741","1","0"
"77825588","4","0"
"77825653","11","1"
"77826330","4","0"
"77826858","4","0"
"77826941","4","0"
"77827451","4","0"
"77828171","4","0"
"77830551","3","1"
"77830551","13","1"
"77830748","4","0"
"77832051","4","0"
"20151750","1","0"
"20151753","1","0"
"20151756","1","0"
"20151757","1","0"
"20151758","1","0"
"20151763","1","0"
"20151770","1","0"
"20151771","1","0"
"20151775","1","0"
"20151776","1","0"
"20151777","1","0"
"20151778","1","0"
"20151785","1","0"
"20151786","1","0"
"20151787","1","0"
"20151788","0","0"
"20151789","3","0"
"20151790","1","0"
"20151797","1","0"
"20151798","1","0"
"20151799","1","0"
"20151800","3","0"
"20151801","1","0"
"20151802","1","0"
"20151803","1","0"
"20151804","1","0"
"20151805","1","0"
"20151806","1","0"
"20151808","1","0"
"20151809","1","0"
"20151810","1","0"
"20151816","1","0"
"20151817","1","0"
"20151818","1","0"
"20151820","2","0"
"20151821","1","0"
"20151822","1","0"
"20151823","1","0"
"20151824","1","0"
"20151832","1","0"
"20151833","1","0"
"20151834","5","1"
"20151835","1","0"
"20151836","1","0"
"20151837","1","0"
"20151838","1","0"
"20151839","1","0"
"20151840","1","0"
"20151841","1","0"
"20151842","1","0"
"20151843","1","0"
"20151844","1","0"
"20151845","2","0"
"20151846","1","0"
"20151847","1","0"
"20151848","3","0"
"20151849","2","0"
"20151850","1","0"
"20151851","1","0"
"20151852","1","0"
"20151853","1","0"
"20151854","4","0"
"20151855","1","0"
"20151856","5","1"
"20151857","1","0"
"20151858","1","0"
"20151859","1","0"
"20151860","1","0"
"20151861","5","1"
"20151862","1","0"
"20151863","1","0"
"20151865","1","0"
"20151866","1","0"
"20151867","5","1"
"20151868","5","1"
"20151869","4","0"
"20151870","1","0"
"20151871","1","0"
"20151872","1","0"
